target_word,PoS,example_1,example_2,index1,index2,label
work,V,This method does n't work .,The medicine works only if you take it with a lot of water .,4,2,T
voice,N,The wee small voice of conscience .,The incessant voices of the artillery .,3,2,F
hand,N,The big hand counts the minutes .,"On the one hand ... , but on the other hand ...",2,3,F
gob,N,He ′s always stuffing his gob with fast food .,"Oi , you , shut your gob !",5,6,T
hand,N,Give me a hand with the chores .,He kept trying to see my hand .,3,6,F
basket,N,The point guard drove toward the basket .,Let 's play some basket .,6,4,T
product,N,We 've got to sell a lot of product by the end of the month .,The product of 2 and 3 is 6 .,8,1,F
supplant,V,Will online dictionaries ever supplant paper dictionaries ?,The computer has supplanted the slide rule .,4,3,T
block,N,He reserved a large block of seats .,He held a large block of the company 's stock .,4,4,T
carry,V,Carry the suitcases to the car .,Amanda carried the package to New York .,0,1,T
shade,N,An achievement that puts everything else in the shade .,His brother 's success left him in the shade .,8,8,T
ride,V,Do n't ride the clutch !,Did you ever ride a camel ?,2,3,F
opening,N,He slipped through an opening in the crowd .,A salamander darted out of an opening in the rocks .,4,6,T
sake,N,For the sake of argument .,Died for the sake of his country .,2,3,F
help,V,This will help to prevent accidents .,"I served him three times , and after that he helped himself .",2,10,F
system,N,We ca n't do it unless we establish some system around here .,The body has a system of organs for digestion .,9,4,F
light,N,"Hey , buddy , you got a light ?","Although he saw it in a different light , he still did not understand .",7,7,F
slowcoach,N,In England they call a slowpoke a slowcoach .,Hey you slowcoaches in the back ! Get a move on !,7,2,T
make,V,He did n't make the choir after his voice changed .,They hope to make a bigger profit .,3,3,T
model,N,He is the very model of a modern major general .,A model of clarity .,4,1,T
stick,V,Stick your thumb in the crack .,Stick some feathers in the turkey before you serve it .,0,0,F
disengage,V,I want to disengage myself from his influence .,Disengage the gears .,3,0,T
round,V,Round off the amount .,Ninety-five rounds up to one hundred .,0,1,T
beat,V,Beat on the door .,The sun was beating down on us .,0,3,F
breath,N,Not a breath of scandal ever touched her .,There was n't a breath of air in the room .,2,4,F
inventory,N,They stopped selling in exact sizes in order to reduce inventory .,They carried a vast inventory of hardware .,10,4,T
sound,V,Mariners on sailing ships would sound the depth of the water with a weighted rope .,Sound the alarm .,5,0,F
system,N,He tried to understand their system of classification .,The system consists of a motor and a small computer .,5,1,F
vicinity,N,The plane crashed in the vicinity of Asheville .,There is a hurricane in the vicinity of the Bahamas .,5,6,T
course,N,The government took a firm course .,He took a course in basket weaving .,5,3,F
catch,V,I have to catch a train at 7 o'clock .,I have some free time tonight so I think I 'll catch a movie .,3,11,F
gift,N,The office is in the gift of the President .,She had a gift for playing the flute .,5,3,F
deal,N,He 's a master of the business deal .,He got a good deal on his car .,7,4,F
reaction,N,The announcement of the verdict brought a violent reaction .,You were in the courtroom . What is your reaction ?,8,9,T
image,N,The company tried to project an altruistic image .,The image of f(x ) = x^2 is the set of all non-negative real numbers if the domain of the function is the set of all real numbers .,7,1,F
catch,N,He played catch with his son in the backyard .,The kids love to play catch .,2,5,T
disposition,N,He has a happy disposition .,I have little disposition now to do as you say .,4,3,F
tell,V,Please tell me how to do it .,Ellen told Helen about the situation .,1,1,T
end,N,One end of the box was marked ` This side up ' .,The ends justify the means .,1,1,F
side,N,He is on the purchasing side of the business .,Look on the bright side .,5,4,T
rest,N,He threw away the rest .,The boulder came to rest just behind the house after rolling down the mountain .,4,4,F
load,V,Load the camera .,He loaded carbs into his system before the marathon .,0,1,T
answer,V,Answer the telephone .,She answered the door .,0,1,T
patch,N,The world economy had a rough patch in the 1930s .,The storms last summer washed away parts of the road so we can expect some rough patches up ahead .,6,16,T
catch,V,Catch fire .,Catch the mood .,0,0,T
wall,N,The wall followed the road .,Stomach walls .,1,1,F
break,V,The horse was tough to break .,I broke in the new intern .,5,1,T
shoot,V,Shoot craps .,Shoot a movie .,0,0,F
develop,V,Develop a market for the new mobile phone .,Many countries in Asia are now developing at a very fast pace .,0,6,F
academy,N,The military academy at West Point .,The French Academy .,2,2,F
quarrel,N,We got into a silly quarrel about what food to order .,They had a quarrel .,5,3,T
surface,N,The cloth had a pattern of red dots on a white surface .,Earthquakes originate far below the surface .,11,5,F
choice,N,Your choice of colors was unfortunate .,The ice cream sundae is a popular choice for dessert .,1,7,T
develop,V,Develop a market for the new mobile phone .,We must develop more potential customers .,0,2,T
application,N,The application of maximum thrust .,Massage has far-reaching medical applications .,1,4,T
ease,N,They put it into containers for ease of transportation .,A life of luxury and ease .,6,5,F
connection,N,My headache has no connection with me going out last night .,There was a connection via the internet .,4,3,F
song,N,The song of the wind .,Thomas listened to his favorite song on the radio yesterday .,1,5,F
nose,N,Red Rum only won by a nose .,My horse lost the race by a nose .,6,7,T
home,N,He grew up in a good Christian home .,There 's no place like home .,7,5,T
follow,V,Please follow the guide through the museum .,The ducklings followed their mother around the pond .,1,2,T
induct,V,There was a ceremony to induct the president of the Academy .,The young geisha was inducted into the ways of her profession .,5,4,F
stimulate,V,Stimulate my appetite .,This play stimulates .,0,2,F
day,N,In the day of the dinosaurs .,In the days of the Roman Empire .,2,2,T
thing,N,To say the same thing in other terms .,How can you say such a thing ?,4,6,T
touch,N,He got in touch with his colleagues .,This room needs a woman 's touch .,3,6,F
back,N,The back of the dental chair was adjustable .,He stood at the back of the stage .,1,4,F
answer,V,This may answer her needs .,A few words would answer .,2,4,F
loaf,N,Meat loaf .,A loaf of cheese .,1,1,T
wall,N,Competition was pushing them to the wall .,The wind blew against the walls of the tent .,6,5,F
port,V,Port a rifle .,".. the angelic squadron ... began to hem him round with ported spears . — Milton , Paradise Lost ( 1667 ) , book IV .",0,11,T
reflection,N,"After careful reflection , I have decided not to vote for that proposition .",He studied his reflection in the mirror .,2,3,F
call,V,Why do n't you call me in the morning ?,Why do n't you call tomorrow ?,4,4,T
tease,V,Tease wool .,The children teased the new teacher .,0,2,F
take,V,Do you take me for a fool ?,How should I take this message ?,2,3,T
lie,V,Lie dormant .,The snow lies on the roof .,0,2,F
effect,N,She retained that bold effect in her reproductions of the original painting .,He just did it for effect .,4,5,F
side,N,The patient was bleeding on the right side .,He had a pain in his side .,7,6,T
crack,V,To crack a whip .,The performance was fine until he cracked that dead baby joke .,1,6,F
sign,N,Those clouds show little sign of raining soon .,He showed signs of strain .,4,2,T
run,N,The assembly line was on a 12-hour run .,He went to Las Vegas and spent all his money over a three-day run .,7,13,T
analyze,V,Analyze a specimen .,Analyze a sentence .,0,0,T
label,N,We laughed at her because the label was still on her new sweater .,The label says this silk scarf should not be washed in the washing machine .,6,1,T
system,N,In a static system oil can not be replaced by water on a surface .,A vast system of production and distribution and consumption keep the country going .,3,2,F
side,N,The hypotenuse of a right triangle is always the longest side .,They painted all four sides of the house .,10,4,F
think,V,"I think she is pretty , contrary to most people .",I think he is very smart .,1,1,T
system,N,A system generating hydrogen peroxide .,In a static system oil can not be replaced by water on a surface .,1,3,T
audience,N,The broadcast reached an audience of millions .,He requested an audience with the king .,4,3,F
goal,N,The winning goal came with less than a minute left to play .,My lifelong goal is to get into a Hollywood movie .,2,2,F
floor,N,The pit floor showed where a ring of post holes had been .,The floor of the pelvis .,2,1,T
canvas,N,The movie demanded a dramatic canvas of sound .,The boxer picked himself up off the canvas .,5,7,F
mouth,N,He stuffed his mouth with candy .,He rode into the mouth of the canyon .,3,4,F
laugh,V,Paul made a cheerful laugh .,Paul laughed at Mary .,4,1,T
session,N,A gossip session .,"Are we having a recording session ? "" Yes . We 've even got some session musicians to provide some brass . "" .",2,5,T
occasion,N,Having people round for dinner was always quite an occasion at our house .,It was needed only on special occasions .,9,6,T
act,V,The breaks of my new car act quickly .,"The dog acts ferocious , but he is really afraid of people .",6,2,F
resistance,N,He encountered a general feeling of resistance from many citizens .,These trees are widely planted because of their resistance to salt and smog .,6,8,F
view,N,He changed seat to get a complete view of the stage .,He tried to get a better view of it .,7,6,T
consult,V,You should consult the dictionary .,They were content to consult libraries . - William Whewell .,2,4,T
fall,V,Fall into a trap .,She fell ill .,0,1,T
business,N,Computers are now widely used in business .,"He 's such a poor cook , I ca n't believe he 's still in business !",6,15,T
image,N,The image of f(x ) = x^2 is the set of all non-negative real numbers if the domain of the function is the set of all real numbers .,The number 6 is the image of 3 under f that is defined as f(x ) = 2*x .,1,5,T
change,N,The change of government had no impact on the economy .,He inspected several changes before selecting one .,1,3,F
